schemaVersion,recordType,name,slug,website,yc_url,description,batch,location,status,yc_tag,source_name,source_url
1.0,STARTUP,Mashgin,mashgin,http://mashgin.com,https://www.ycombinator.com/companies/mashgin,Self-Checkout using Computer Vision.,Winter 2015,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,ROSS Intelligence,ross-intelligence,http://rossintelligence.com,https://www.ycombinator.com/companies/ross-intelligence,ROSS is an AI-powered legal research platform that can read and…,Summer 2015,,Inactive,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Reduced Energy Microsystems,reduced-energy-microsystems,http://remicro.com,https://www.ycombinator.com/companies/reduced-energy-microsystems,Building the lowest-power silicon for embedded deep learning and…,Summer 2015,,Inactive,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,iSono Health,isono-health,http://www.isonohealth.com,https://www.ycombinator.com/companies/isono-health,AI-powered platform for Accessible and Personalized Breast Health…,Winter 2016,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Algoriz,algoriz,http://www.algoriz.com,https://www.ycombinator.com/companies/algoriz,Algoriz is an AI based algorithmic trading platform that enables you…,Winter 2016,,Inactive,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Pulpix,pulpix,https://www.pulpix.com,https://www.ycombinator.com/companies/pulpix,Binge-watching technology for video platforms. ,Winter 2016,,Acquired,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Superside,superside,http://www.superside.com,https://www.ycombinator.com/companies/superside,AI-First Creative Partner for Enterprise Teams,Winter 2016,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Gecko Robotics,gecko-robotics,https://www.geckorobotics.com,https://www.ycombinator.com/companies/gecko-robotics,AI + Robotics for the Built World,Winter 2016,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Caper,caper,https://www.caper.ai/,https://www.ycombinator.com/companies/caper,Plug-and-play cashier-less retail powered by computer vision and AI,Winter 2016,,Acquired,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Sendbird,sendbird,https://sendbird.com,https://www.ycombinator.com/companies/sendbird,"The AI agent that doesn’t just support, it delights.",Winter 2016,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Nova,nova,http://www.nova.ai,https://www.ycombinator.com/companies/nova,"Nova puts the power of AI to work for you, enabling a more continuous…",Winter 2016,,Acquired,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Farmstead,farmstead,http://farmsteadapp.com,https://www.ycombinator.com/companies/farmstead,An AI-powered digital grocer that delivers in under 60 mins.,Summer 2016,,Inactive,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Sway Finance,sway-finance,https://www.swayfinance.com,https://www.ycombinator.com/companies/sway-finance,Sway is bringing AI to the accounting industry,Summer 2016,,Inactive,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,OneChronos,onechronos,https://www.onechronos.com/,https://www.ycombinator.com/companies/onechronos,The Smart Market for Institutional Investors,Summer 2016,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,garten,garten,https://garten.co/,https://www.ycombinator.com/companies/garten,Creating workplace wellbeing.,Summer 2016,,Acquired,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Airo Health,airo-health,http://www.airohealth.com,https://www.ycombinator.com/companies/airo-health,Airo is an AI wearable to track mental health.,Summer 2016,,Inactive,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Synvivia,synvivia,https://www.synvivia.com,https://www.ycombinator.com/companies/synvivia,Synvivia applies chemical control over cell behavior,Summer 2016,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Seerslab,seerslab,http://www.argear.io,https://www.ycombinator.com/companies/seerslab,We are providing AR technologies and contents to app developers,Summer 2016,,Inactive,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Miso,miso,http://miso.kr,https://www.ycombinator.com/companies/miso,We make booking services as easy as buying products online.,Summer 2016,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Saleswhale,saleswhale,https://www.saleswhale.com/,https://www.ycombinator.com/companies/saleswhale,Saleswhale is an automated sales assistant that follows up with your…,Summer 2016,,Acquired,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Scale AI,scale-ai,http://scale.com,https://www.ycombinator.com/companies/scale-ai,Data-centric infrastructure to accelerate the development of AI ,Summer 2016,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,People.ai,people-ai,https://people.ai,https://www.ycombinator.com/companies/people-ai,Harnesses business activity to unlock growth.,Summer 2016,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Voiceops,voiceops,https://voiceops.com,https://www.ycombinator.com/companies/voiceops,We help B2C companies learn from every customer interaction,Winter 2017,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Speak,speak,http://speak.com,https://www.ycombinator.com/companies/speak,"A superhuman, AI-powered language tutor in your pocket",Winter 2017,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Scribe,scribe,http://tryscribe.com/,https://www.ycombinator.com/companies/scribe,Scribe is an AI based Sales Development Representative that you can…,Winter 2017,,Acquired,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Pit.AI,pit-ai,https://www.pit.ai,https://www.ycombinator.com/companies/pit-ai,Solving intelligence for investment management.,Winter 2017,,Inactive,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,MDalgorithms Inc.,mdalgorithms-inc,https://www.mdalgorithms.com,https://www.ycombinator.com/companies/mdalgorithms-inc,Democratizing Dermatology with AI ,Winter 2017,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,RankScience,rankscience,https://www.rankscience.com,https://www.ycombinator.com/companies/rankscience,Automated SEO for Startups,Winter 2017,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Ambient.ai,ambient-ai,https://ambient.ai,https://www.ycombinator.com/companies/ambient-ai,AI company transforming enterprise physical security to prevent…,Winter 2017,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Penny,penny,https://www.pennyapp.io,https://www.ycombinator.com/companies/penny,Penny makes keeping track of your finances as easy as having a…,Winter 2017,,Acquired,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,"Veryfi, Inc.",veryfi-inc,https://www.veryfi.com/,https://www.ycombinator.com/companies/veryfi-inc,Document AI. One API Call.,Winter 2017,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Tetra,tetra,https://asktetra.com,https://www.ycombinator.com/companies/tetra,AI notetaker for phone calls,Winter 2017,,Acquired,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,BIOS Health,bios-health,https://www.bios.health,https://www.ycombinator.com/companies/bios-health,Neural interfaces to understand and use nerve data in medicine.,Winter 2017,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Bicycle AI,bicycle-ai,http://bicycleai.com,https://www.ycombinator.com/companies/bicycle-ai,Bicycle AI provides customer support as a service. We work on top of…,Winter 2017,,Inactive,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Helix Nanotechnologies,helix-nanotechnologies,http://helixnano.com,https://www.ycombinator.com/companies/helix-nanotechnologies,"Next-generation mRNA platform to solve cancer, COVID and climate.",Winter 2017,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,ScopeAI,scopeai,https://www.getscopeai.com,https://www.ycombinator.com/companies/scopeai,Automatically extract valuable insights from customer service…,Winter 2017,,Acquired,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,VergeSense,vergesense,http://www.vergesense.com,https://www.ycombinator.com/companies/vergesense,AI-Powered Building Management,Summer 2017,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Darmiyan,darmiyan,https://www.darmiyan.com/,https://www.ycombinator.com/companies/darmiyan,Early detection of Alzheimer's disease,Summer 2017,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Mystro,mystro,http://www.mystrodriver.com,https://www.ycombinator.com/companies/mystro,Mystro is an app that makes rideshare drivers up to 30% more money by…,Summer 2017,,Inactive,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Semantix,semantix,https://www.semantix.ai,https://www.ycombinator.com/companies/semantix,AI for medical billing,Summer 2017,,Inactive,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Plasticity,plasticity,https://www.plasticity.ai,https://www.ycombinator.com/companies/plasticity,Natural language processing APIs for developers.,Summer 2017,,Acquired,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,D-ID,d-id,http://www.d-id.com,https://www.ycombinator.com/companies/d-id,Enable creators and developers to generate realistic AI personas,Summer 2017,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Percept.AI,percept-ai,https://www.percept.ai/,https://www.ycombinator.com/companies/percept-ai,AI support agent for your business that actually works,Summer 2017,,Acquired,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Sourceress,sourceress,http://sourceress.com/,https://www.ycombinator.com/companies/sourceress,,Summer 2017,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,May Mobility,may-mobility,http://maymobility.com,https://www.ycombinator.com/companies/may-mobility,Transforming cities and rural areas through AV transit and technology,Summer 2017,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Commissary Club (formerly 70 Million Jobs),commissary-club,https://www.Commissary.Club,https://www.ycombinator.com/companies/commissary-club,First agentic AI-powered community for 1 billion people with criminal…,Summer 2017,,Inactive,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,AssemblyAI,assemblyai,https://www.assemblyai.com,https://www.ycombinator.com/companies/assemblyai,The best way to build Voice AI apps,Summer 2017,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Lyrebird,lyrebird,https://lyrebird.ai/,https://www.ycombinator.com/companies/lyrebird,Our tech speaks for itself.,Summer 2017,,Acquired,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,10 By 10,10-by-10,https://10by10.io,https://www.ycombinator.com/companies/10-by-10,10by10 is a unique marketplace in the recruiting agency industry for…,Summer 2017,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Proven Group,proven-group,https://www.provenskincare.com,https://www.ycombinator.com/companies/proven-group,"PROVEN is using AI, data and personalization to disrupt CPG",Winter 2018,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Precious,precious,https://preciousapp.com/,https://www.ycombinator.com/companies/precious,AI to curate your baby photos,Winter 2018,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Spellbrush,spellbrush,https://spellbrush.com,https://www.ycombinator.com/companies/spellbrush,Making Anime Real,Winter 2018,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Jasper.ai,jasper-ai,https://jasper.ai,https://www.ycombinator.com/companies/jasper-ai,Jasper is a leader in creating content using Artificial Intelligence,Winter 2018,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Promise,promise,http://promise-pay.com,https://www.ycombinator.com/companies/promise,Better payment systems for governments and the communities they serve.,Winter 2018,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Nuvocargo,nuvocargo,http://www.nuvocargo.com,https://www.ycombinator.com/companies/nuvocargo,Your AI partner for North America truckload freight,Winter 2018,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Cognition IP,cognition-ip,https://www.cognitionip.com,https://www.ycombinator.com/companies/cognition-ip,Flat-fee patent & trademark counsel with top firm results,Winter 2018,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Vathys,vathys,http://vathys.ai,https://www.ycombinator.com/companies/vathys,Accelerating machine learning through software,Winter 2018,,Inactive,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Naborly,naborly,https://naborly.com,https://www.ycombinator.com/companies/naborly,A credit bureau for the renting generation.,Winter 2018,,Acquired,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Weekend (fmr. Volley),weekend-fmr-volley,https://weekend.com,https://www.ycombinator.com/companies/weekend-fmr-volley,AI games and entertainment on TV,Winter 2018,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,SharpestMinds,sharpestminds,http://sharpestminds.com,https://www.ycombinator.com/companies/sharpestminds,Peer-to-peer mentorships through income-share agreements.,Winter 2018,,Acquired,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Orangewood Labs,orangewood-labs,http://www.orangewood.co,https://www.ycombinator.com/companies/orangewood-labs,Orangewood Labs makes worlds most affordable and easiest AI robot arms,Winter 2018,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Point API,point-api,https://pointapi.com,https://www.ycombinator.com/companies/point-api,Point stores things you send over and over again and helps you re-use…,Winter 2018,,Inactive,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Phiar,phiar,https://www.phiar.net,https://www.ycombinator.com/companies/phiar,We are developing a revolutionary AI-powered augmented reality…,Summer 2018,,Acquired,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,OWNY,owny,https://www.owny.com,https://www.ycombinator.com/companies/owny,"Manage capital, investors & banking in one place.",Summer 2018,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Within,within,http://within.ai,https://www.ycombinator.com/companies/within,Company Brain for people and agents to work in harmony. ,Summer 2018,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,"numericcal, inc.",numericcal-inc,http://numericcal.com/,https://www.ycombinator.com/companies/numericcal-inc,Distributed AI for Industrial Process Monitoring and Optimization.,Summer 2018,,Inactive,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Data Driven Bioscience,data-driven-bioscience,http://datadrivenbioscience.com,https://www.ycombinator.com/companies/data-driven-bioscience,"Cancer Diagnosis 10X faster, 10X cheaper",Summer 2018,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Inscribe,inscribe,https://www.inscribe.ai/,https://www.ycombinator.com/companies/inscribe,"AI Document Fraud Detection for Banks, Credit Unions & Lenders",Summer 2018,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Quickchat AI,quickchat-ai,https://quickchat.ai/,https://www.ycombinator.com/companies/quickchat-ai,Conversation Design platform to build Al Assistants tailored to your…,Summer 2018,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Rain Neuromorphics,rain-neuromorphics,http://www.rain-neuromorphics.com,https://www.ycombinator.com/companies/rain-neuromorphics,We build artificial intelligence processors inspired by the brain.  ,Summer 2018,,Acquired,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Eden,eden-2,https://edenmed.com,https://www.ycombinator.com/companies/eden-2,Building Clinical Superintelligence.,Summer 2018,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,BrainHi,brainhi,https://www.brainhi.com,https://www.ycombinator.com/companies/brainhi,Automated receptionist that answers missed calls for local businesses ,Summer 2018,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Mutiny,mutiny,https://www.mutinyhq.com,https://www.ycombinator.com/companies/mutiny,"Your AI agent for creating anything customer-facing, in minutes.",Summer 2018,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Leena AI,leena-ai,https://www.leena.ai,https://www.ycombinator.com/companies/leena-ai,We at Leena AI build a virtual assistant that answers employee's…,Summer 2018,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Kunduz,kunduz,https://kunduz.com/,https://www.ycombinator.com/companies/kunduz,Kunduz provides instant answers to students' questions and makes…,Summer 2018,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Flockjay,flockjay,https://flockjay.com,https://www.ycombinator.com/companies/flockjay,"AI-driven learning, content, and coaching for sales teams",Winter 2019,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Centaur,centaur,https://centaur.ai/,https://www.ycombinator.com/companies/centaur,We Create Superior Data By Making Annotation Competitive,Winter 2019,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Windsor,windsor,https://windsor.io,https://www.ycombinator.com/companies/windsor,AI Powered Personalized Videos,Winter 2019,,Acquired,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Tailornova/Couturme,tailornova-couturme,http://patternfast.com,https://www.ycombinator.com/companies/tailornova-couturme,AI for Instantly Manufacturable Fashion,Winter 2019,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Community Phone Company,community-phone-company,https://www.communityphone.org/,https://www.ycombinator.com/companies/community-phone-company,The phone that gives families peace of mind about aging parents,Winter 2019,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Sapling.ai,sapling-ai,https://sapling.ai,https://www.ycombinator.com/companies/sapling-ai,Language models for enterprise applications.,Winter 2019,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,AI Insurance,ai-insurance,https://www.aiinsurance.io,https://www.ycombinator.com/companies/ai-insurance,AI Insurance is the platform that runs insurance companies,Winter 2019,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Evo.Do,evo-do,http://www.evo.do/,https://www.ycombinator.com/companies/evo-do,QA Bots for Games,Winter 2019,,Inactive,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Docucharm,docucharm,http://www.docucharm.com,https://www.ycombinator.com/companies/docucharm,Automate paperwork by turning documents into structured data.,Winter 2019,,Inactive,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Askdata,askdata,http://www.askdata.com,https://www.ycombinator.com/companies/askdata,Frictionless Data,Winter 2019,,Acquired,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Superorder,superorder,https://superorder.com/,https://www.ycombinator.com/companies/superorder,AI customer reputation & performance management for restaurant chains.,Summer 2019,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Autodial prev Qwest,autodial-prev-qwest,https://www.autodial.com,https://www.ycombinator.com/companies/autodial-prev-qwest,Skip Busy Phone Lines,Winter 2019,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Glide,glide,https://www.glideapps.com,https://www.ycombinator.com/companies/glide,"Glide turns spreadsheets into beautiful, intelligent apps.",Winter 2019,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Sublime Black,sublime-black,http://sublimeblack.com,https://www.ycombinator.com/companies/sublime-black,Automating Cyber Security Incident Response Through Artificial…,Winter 2019,,Inactive,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Mars Auto,mars-auto,https://marsauto.com,https://www.ycombinator.com/companies/mars-auto,Autonomous trucks to fully automate long-haul freight shipping,Winter 2019,,Active,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
1.0,STARTUP,Tailor-ED,tailor-ed,https://www.tailor-ed.com/,https://www.ycombinator.com/companies/tailor-ed,AI-powered corporate learning for accelerated employee growth & skill…,Winter 2019,,Inactive,Artificial Intelligence,Y Combinator,https://yc-oss.github.io/api/tags/artificial-intelligence.json
