schemaVersion,recordType,name,description,category,pricing,website,source_name,source_url
1.0,PRODUCT,Type.ai,"Type.ai is an AI document editor that integrates AI generation and editing directly into a clean document interface, supporting content creation from prompts and intelligent editing of existing text.",Content Creation,Freemium,https://type.ai,AIFOXX,https://type.ai
1.0,PRODUCT,Moonbeam,"Moonbeam is an AI long-form writing assistant designed specifically for creating blog posts, essays, and stories, offering structured outlines and paragraph-by-paragraph generation to streamline long-form writing.",Content Creation,Freemium,https://gomoonbeam.com,AIFOXX,https://gomoonbeam.com
1.0,PRODUCT,Craftly.AI,"Craftly.AI is an AI copywriting tool with 70+ templates for marketing content including ads, emails, product descriptions, and social media posts, designed to help marketers write faster.",Content Creation,Paid,https://craftly.ai,AIFOXX,https://craftly.ai
1.0,PRODUCT,Paragraph AI,"Paragraph AI is a mobile-first AI writing assistant that helps users compose, reply to, and improve messages and content on their phone. It includes tone controls and multilingual support.",Content Creation,Freemium,https://paragraphai.com,AIFOXX,https://paragraphai.com
1.0,PRODUCT,Cohesive,"Cohesive is an AI content editor with 200+ templates designed for marketers, bloggers, and creators, offering real-time AI writing, editing, and translation in a collaborative workspace.",Content Creation,Freemium,https://cohesive.so,AIFOXX,https://cohesive.so
1.0,PRODUCT,StoryLab.ai,"StoryLab.ai is a content generation tool focused on storytelling and marketing narratives, offering generators for brand stories, social media content, email copy, and ad scripts.",Content Creation,Freemium,https://storylab.ai,AIFOXX,https://storylab.ai
1.0,PRODUCT,Coda AI,"Coda AI is the AI assistant embedded in Coda's document platform, enabling users to generate text, automate workflows, create formulas, and query document data using natural language within collaborative docs.",Content Creation,Freemium,https://coda.io,AIFOXX,https://coda.io
1.0,PRODUCT,Compose AI,"Compose AI is a Chrome extension that provides AI-powered autocomplete and text generation across Gmail, Google Docs, LinkedIn, and other web-based text inputs to speed up writing.",Content Creation,Freemium,https://compose.ai,AIFOXX,https://compose.ai
1.0,PRODUCT,Juno,"Reword is an AI collaborative writing tool designed to help writers create articles while learning their unique style and preferences over time, producing more personalized and original content.",Content Creation,Paid,https://www.getjuno.com,AIFOXX,https://www.getjuno.com
1.0,PRODUCT,Undetectable AI,Undetectable AI is a tool that rewrites AI-generated content to make it appear more human-written and pass AI detection tools. It supports multiple writing styles and registers.,Content Creation,Freemium,https://undetectable.ai,AIFOXX,https://undetectable.ai
1.0,PRODUCT,Originality.AI,"Originality.AI is an AI content detection and plagiarism checking tool designed for publishers and content agencies to verify whether content was written by AI or a human, with team management features.",Content Creation,Paid,https://originality.ai,AIFOXX,https://originality.ai
1.0,PRODUCT,GPTZero,"GPTZero is an AI detection tool developed by Princeton student Edward Tian that identifies whether text was written by AI models like GPT-4, Claude, or Gemini, widely used in educational settings.",Content Creation,Freemium,https://gptzero.me,AIFOXX,https://gptzero.me
1.0,PRODUCT,Copyleaks,"Copyleaks is an AI-powered plagiarism and AI content detection platform used by educators, publishers, and businesses to identify copied content and AI-generated text across 100+ languages.",Content Creation,Freemium,https://copyleaks.com,AIFOXX,https://copyleaks.com
1.0,PRODUCT,Sapling,"Sapling is an AI writing assistant for customer-facing teams that provides grammar correction, autocomplete, and response suggestions across CRMs, support platforms, and messaging apps via a browser extension.",Content Creation,Freemium,https://sapling.ai,AIFOXX,https://sapling.ai
1.0,PRODUCT,GitHub Copilot,"GitHub Copilot is an AI pair programmer developed by GitHub and OpenAI that suggests code completions, functions, and entire blocks in real time within IDEs like VS Code, JetBrains, and Neovim.",Coding,Freemium,https://github.com/features/copilot,AIFOXX,https://github.com/features/copilot
1.0,PRODUCT,Cursor,"Cursor is an AI-first code editor built on VS Code that integrates powerful AI assistance for code generation, editing, and codebase-wide question answering directly in the editor interface.",Coding,Freemium,https://cursor.com,AIFOXX,https://cursor.com
1.0,PRODUCT,Windsurf (Codeium),Windsurf is Codeium's AI-native IDE that uses an Agentic AI called Cascade to understand developer workflows across the codebase and perform multi-step coding tasks with deep contextual awareness.,Coding,Freemium,https://codeium.com,AIFOXX,https://codeium.com
1.0,PRODUCT,Tabnine,"Tabnine is an AI code completion tool that offers whole-line and full-function code completions across 80+ programming languages and all major IDEs, with an enterprise option for on-premises deployment.",Coding,Freemium,https://tabnine.com,AIFOXX,https://tabnine.com
1.0,PRODUCT,Replit,"Replit is a browser-based collaborative coding platform with AI features including Ghostwriter for code completion, an AI agent for app building, and instant deployment for over 50 programming languages.",Coding,Freemium,https://replit.com,AIFOXX,https://replit.com
1.0,PRODUCT,Amazon CodeWhisperer,"Amazon CodeWhisperer (now part of Amazon Q Developer) is AWS's AI coding assistant that provides real-time code suggestions, security scanning, and is optimized for AWS SDK and service integration.",Coding,Freemium,https://aws.amazon.com/codewhisperer,AIFOXX,https://aws.amazon.com/codewhisperer
1.0,PRODUCT,Sourcegraph Cody,"Sourcegraph Cody is an AI code assistant that uses Sourcegraph's universal code search to provide codebase-aware answers, completions, and explanations by reading the full repository context.",Coding,Freemium,https://sourcegraph.com/cody,AIFOXX,https://sourcegraph.com/cody
1.0,PRODUCT,AskCodi,"AskCodi is an AI coding assistant that provides code generation, test writing, documentation, and code explanation through IDE plugins and a web interface supporting 50+ programming languages.",Coding,Freemium,https://askcodi.com,AIFOXX,https://askcodi.com
1.0,PRODUCT,Qodo,Codium AI (now Qodo) is an AI test generation tool that analyzes code and automatically generates meaningful tests to improve code coverage and catch edge cases before deployment.,Coding,Freemium,https://www.qodo.ai,AIFOXX,https://www.qodo.ai
1.0,PRODUCT,Snyk,"Snyk is an AI-powered developer security platform that scans code, containers, infrastructure-as-code, and open-source dependencies for vulnerabilities, providing actionable fix recommendations within the development workflow.",Coding,Freemium,https://snyk.io,AIFOXX,https://snyk.io
1.0,PRODUCT,Devin,"Devin is Cognition AI's autonomous AI software engineer that can complete end-to-end software development tasks independently, including planning, coding, testing, and deploying applications with minimal human input.",Coding,Paid,https://devin.ai,AIFOXX,https://devin.ai
1.0,PRODUCT,Sweep AI,"Sweep AI is an AI junior developer for GitHub that reads issue descriptions and automatically opens pull requests with code fixes, allowing teams to resolve bugs and small features via AI automation.",Coding,Freemium,https://sweep.dev,AIFOXX,https://sweep.dev
1.0,PRODUCT,Blackbox AI,"Blackbox AI is an AI code assistant providing inline code search, generation, and completion features, including a code search engine for finding reusable code snippets from across the web.",Coding,Freemium,https://blackbox.ai,AIFOXX,https://blackbox.ai
1.0,PRODUCT,CodeRabbit,"CodeRabbit is an AI-powered code review tool that automatically reviews pull requests on GitHub and GitLab, providing line-by-line feedback, identifying bugs, and suggesting improvements in natural language.",Coding,Freemium,https://coderabbit.ai,AIFOXX,https://coderabbit.ai
1.0,PRODUCT,Pieces,"Pieces is an AI code snippet manager and developer productivity tool that saves, organizes, and retrieves code snippets with context, offering an on-device AI assistant for code-related questions.",Coding,Freemium,https://pieces.app,AIFOXX,https://pieces.app
1.0,PRODUCT,Bito,"Bito is an AI coding assistant built on ChatGPT and Claude that integrates with VS Code and JetBrains to generate code, explain logic, write tests, and perform code security checks.",Coding,Freemium,https://bito.ai,AIFOXX,https://bito.ai
1.0,PRODUCT,Aider,Aider is an open-source AI pair programming tool that runs in the terminal and uses large language models to edit code directly in local git repositories based on natural language instructions.,Coding,Open Source,https://aider.chat,AIFOXX,https://aider.chat
1.0,PRODUCT,Continue,"Continue is an open-source AI code assistant for VS Code and JetBrains that lets developers use any language model for code autocompletion, inline editing, and codebase chat.",Coding,Open Source,https://continue.dev,AIFOXX,https://continue.dev
1.0,PRODUCT,Bolt,"Bolt is StackBlitz's AI full-stack web development environment that builds complete web applications from natural language prompts, running the entire development environment in the browser.",Coding,Freemium,https://bolt.new,AIFOXX,https://bolt.new
1.0,PRODUCT,Lovable,"Lovable is an AI-powered app builder that generates full-stack web applications from natural language descriptions, connecting to Supabase for backend and enabling non-developers to build production-ready apps.",Coding,Freemium,https://lovable.dev,AIFOXX,https://lovable.dev
1.0,PRODUCT,v0 by Vercel,"v0 is Vercel's AI UI generation tool that creates React and shadcn/ui components from text or image prompts, allowing developers to generate and iterate on UI code directly from a browser interface.",Coding,Freemium,https://v0.app,AIFOXX,https://v0.app
1.0,PRODUCT,Warp,"Warp is a modern AI-powered terminal that includes AI command suggestions, natural language to shell command translation, and collaborative features for development teams.",Coding,Freemium,https://warp.dev,AIFOXX,https://warp.dev
1.0,PRODUCT,Fig (Amazon Q),"Amazon Q Developer (formerly Fig and CodeWhisperer) is AWS's AI developer assistant that provides CLI autocomplete, code generation, security scanning, and cloud infrastructure guidance across the development lifecycle.",Coding,Freemium,https://aws.amazon.com/q/developer,AIFOXX,https://aws.amazon.com/q/developer
1.0,PRODUCT,Supermaven,Fast AI code completion engine with large context window for better code suggestions.,Coding,Freemium,https://supermaven.com,AIFOXX,https://supermaven.com
1.0,PRODUCT,OpenAI Codex,"OpenAI Codex is OpenAI's AI system trained on code that powers GitHub Copilot and other coding tools, capable of translating natural language into code across dozens of programming languages.",Coding,Paid,https://openai.com/index/openai-codex,AIFOXX,https://openai.com/index/openai-codex
1.0,PRODUCT,Gemini Code Assist,"Gemini Code Assist is Google Cloud's AI coding assistant powered by Gemini models, offering code completion, generation, and chat for IDE users with deep integration with Google Cloud services.",Coding,Freemium,https://cloud.google.com/gemini/docs/codeassist,AIFOXX,https://cloud.google.com/gemini/docs/codeassist
1.0,PRODUCT,JetBrains AI Assistant,"JetBrains AI Assistant is an AI coding tool integrated into all JetBrains IDEs (IntelliJ, PyCharm, WebStorm, etc.) offering code completion, generation, explanation, and refactoring with deep IDE context.",Coding,Paid,https://jetbrains.com/ai,AIFOXX,https://jetbrains.com/ai
1.0,PRODUCT,Visual Copilot,"Visual Copilot by Builder.io is a Figma plugin that converts Figma designs into production-ready React, Vue, and other framework code using AI, bridging the gap between design and development.",Coding,Freemium,https://builder.io/blog/visual-copilot,AIFOXX,https://builder.io/blog/visual-copilot
1.0,PRODUCT,Mintlify,Mintlify is an AI-powered documentation platform that auto-generates code documentation from source code and provides a modern hosted documentation site for developer-facing products.,Coding,Freemium,https://mintlify.com,AIFOXX,https://mintlify.com
1.0,PRODUCT,Docstring AI,"Docstring AI (Trelent) is a VS Code extension that uses AI to automatically write meaningful docstrings for Python and C# functions, reducing the time developers spend on code documentation.",Coding,Freemium,https://trelent.com,AIFOXX,https://trelent.com
1.0,PRODUCT,Codiga,"Codiga is an AI code analysis and static analysis tool that provides real-time code quality feedback, detects security vulnerabilities, and enforces coding standards within IDEs and CI/CD pipelines.",Coding,Freemium,https://codiga.io,AIFOXX,https://codiga.io
1.0,PRODUCT,Kombai,"Kombai is an AI tool that converts Figma UI designs into production-quality frontend code including HTML, CSS, and React components with high fidelity, reducing manual front-end coding.",Coding,Freemium,https://kombai.com,AIFOXX,https://kombai.com
1.0,PRODUCT,Vercel AI SDK,"The Vercel AI SDK is an open-source TypeScript toolkit for building AI-powered streaming applications with React, Next.js, and other frameworks, simplifying integration with major LLM providers.",Coding,Open Source,https://ai-sdk.dev,AIFOXX,https://ai-sdk.dev
1.0,PRODUCT,LangChain,"LangChain is an open-source framework for building applications with large language models, providing abstractions for chains, agents, memory, and tool use that simplify complex LLM application development.",Coding,Open Source,https://langchain.com,AIFOXX,https://langchain.com
1.0,PRODUCT,LlamaIndex,"LlamaIndex is an open-source data framework for LLM applications that simplifies ingesting, indexing, and querying data for RAG systems, connecting language models to diverse external data sources.",Coding,Open Source,https://llamaindex.ai,AIFOXX,https://llamaindex.ai
1.0,PRODUCT,Hugging Face,"Hugging Face is the leading machine learning model hub and open-source platform for sharing, deploying, and fine-tuning AI models, hosting over 500,000 models and 100,000 datasets.",Coding,Freemium,https://huggingface.co,AIFOXX,https://huggingface.co
1.0,PRODUCT,Weights & Biases,"Weights & Biases (W&B) is an MLOps platform for experiment tracking, model evaluation, hyperparameter optimization, and dataset versioning, widely used by ML research teams and enterprises.",Coding,Freemium,https://wandb.ai,AIFOXX,https://wandb.ai
1.0,PRODUCT,MLflow,"MLflow is an open-source ML lifecycle management platform that tracks experiments, packages models, and manages deployments, originally developed by Databricks and widely adopted in enterprise ML teams.",Coding,Open Source,https://mlflow.org,AIFOXX,https://mlflow.org
1.0,PRODUCT,Gradio,"Gradio is an open-source Python library for building ML model demos and web interfaces quickly, allowing developers and researchers to share interactive machine learning apps without frontend coding.",Coding,Open Source,https://gradio.app,AIFOXX,https://gradio.app
1.0,PRODUCT,Streamlit,"Streamlit is an open-source Python framework for building data apps and dashboards rapidly, widely used by data scientists and ML engineers to share models and analyses as interactive web applications.",Coding,Open Source,https://streamlit.io,AIFOXX,https://streamlit.io
1.0,PRODUCT,Modal,"Modal is a serverless cloud infrastructure platform for AI and data workloads that allows developers to run Python functions on GPUs in the cloud with simple decorators, without managing infrastructure.",Coding,Freemium,https://modal.com,AIFOXX,https://modal.com
1.0,PRODUCT,Replicate,"Replicate is a platform for running open-source machine learning models via a simple API, enabling developers to integrate image generation, audio, video, and text models without managing infrastructure.",Coding,Freemium,https://replicate.com,AIFOXX,https://replicate.com
1.0,PRODUCT,Together AI,"Together AI is a cloud platform for running and fine-tuning open-source AI models at scale, offering fast inference for popular models like Llama and Mixtral with competitive API pricing.",Coding,Freemium,https://together.ai,AIFOXX,https://together.ai
1.0,PRODUCT,Anyscale,"Anyscale is a scalable AI compute platform built on Ray that allows teams to train, fine-tune, and serve large AI models at scale with flexible cloud infrastructure and managed Ray Serve endpoints.",Coding,Paid,https://anyscale.com,AIFOXX,https://anyscale.com
1.0,PRODUCT,Databricks,"Databricks is a unified data and AI platform combining Apache Spark, Delta Lake, and MLflow for large-scale data engineering, ML training, and AI application development in the cloud.",Coding,Paid,https://databricks.com,AIFOXX,https://databricks.com
1.0,PRODUCT,Paperspace,"Paperspace by DigitalOcean is a GPU cloud platform for AI and machine learning that provides Jupyter notebooks, virtual machines, and deployment infrastructure for training and running ML models.",Coding,Freemium,https://paperspace.com,AIFOXX,https://paperspace.com
1.0,PRODUCT,Lightning AI,"Lightning AI is an AI development platform built by the PyTorch Lightning team that provides cloud studios, training infrastructure, and deployment tools for building and scaling AI models.",Coding,Freemium,https://lightning.ai,AIFOXX,https://lightning.ai
1.0,PRODUCT,Roboflow,"Roboflow is a computer vision platform that helps developers build, train, and deploy computer vision models by providing dataset management, annotation tools, model training, and deployment infrastructure.",Coding,Freemium,https://roboflow.com,AIFOXX,https://roboflow.com
1.0,PRODUCT,SuperAnnotate,"SuperAnnotate is an AI data annotation platform for training computer vision and NLP models, offering labeling tools, quality management, workforce automation, and model-assisted annotation at enterprise scale.",Coding,Paid,https://superannotate.com,AIFOXX,https://superannotate.com
1.0,PRODUCT,Canva,"Canva is an AI-powered graphic design platform that enables anyone to create professional visuals including social media graphics, presentations, videos, and print materials using drag-and-drop and AI-generation tools.",Design,Freemium,https://canva.com,AIFOXX,https://canva.com
1.0,PRODUCT,Figma AI,"Figma is the leading collaborative interface design tool, with AI features for auto-layout, component generation, design-to-code, and prototyping that streamline UI/UX workflows for product teams.",Design,Freemium,https://figma.com,AIFOXX,https://figma.com
1.0,PRODUCT,Adobe Firefly,"Adobe Firefly is Adobe's family of generative AI models integrated into Creative Cloud apps including Photoshop, Illustrator, and Express, enabling text-to-image generation, generative fill, and style transfer trained on licensed content.",Design,Freemium,https://firefly.adobe.com,AIFOXX,https://firefly.adobe.com
1.0,PRODUCT,Framer,"Framer is an AI-powered website builder and design tool that generates fully responsive websites from text prompts, offering design customization, CMS capabilities, and instant deployment.",Design,Freemium,https://framer.com,AIFOXX,https://framer.com
1.0,PRODUCT,Galileo AI,"Galileo AI is an AI UI design generator that creates editable Figma UI designs from text descriptions in seconds, helping designers and product teams prototype interface ideas rapidly.",Design,Freemium,https://stitch.withgoogle.com,AIFOXX,https://stitch.withgoogle.com
1.0,PRODUCT,Uizard,"Uizard is an AI-powered UI design and prototyping tool that converts hand-drawn sketches, screenshots, and text prompts into interactive app wireframes and prototypes for web and mobile apps.",Design,Freemium,https://uizard.io,AIFOXX,https://uizard.io
