arxiv_id,title,paper_url,github_url
2609.10239,LiteRAG: Cost-Efficient Graph-Based Retrieval-Augmented Generation,https://arxiv.org/abs/2609.10239v1,
2609.10237,The Answer Path and the Grounding Instruction in LLM Question Answering over Knowledge Graphs,https://arxiv.org/abs/2609.10237v1,
2609.10226,$Φ$-Bench: Can Large Language Models Engineer the Infrastructure That Powers Them?,https://arxiv.org/abs/2609.10226v1,
2609.10225,Hierarchical and Permutation-Invariant Feature Transformation Learning via Policy-Guided Embedding Search,https://arxiv.org/abs/2609.10225v1,
2609.10221,Why Sample What You Can Enumerate? Exact Policy Optimization for Genomic Tool Selection,https://arxiv.org/abs/2609.10221v1,
2609.1021,Through the Looking Glass: Directly Reading and Writing Transformers,https://arxiv.org/abs/2609.10210v1,
2609.102,Robust Beam Prediction for V2X Networks with Multi-Modal Sensing,https://arxiv.org/abs/2609.10200v1,
2609.10198,Politics of Feelings: Emotional Expression and Legislative Effectiveness in the U.S. Congress,https://arxiv.org/abs/2609.10198v1,
2609.10196,An Exponential Deterministic--Randomized Gap in ERM-Oracle Complexity for Thresholds on an Unknown Order,https://arxiv.org/abs/2609.10196v1,
2609.10193,Are You Learning Biological Signal or Shortcuts? Auditing and Mitigating Bias in Protein-Protein Interaction Datasets,https://arxiv.org/abs/2609.10193v1,
2609.10192,Who Argues What? Joint Argument-Entity Detection and Classification in Political Debates,https://arxiv.org/abs/2609.10192v1,
2609.10181,Can AI Agents Deliver Verifiable Network-Wide Outcomes Across Authority Boundaries?,https://arxiv.org/abs/2609.10181v1,
2609.10177,Beyond Surface Imitation: Contrastive Modeling for Reasoning Path Alignment in Multimodal In-Context Learning,https://arxiv.org/abs/2609.10177v1,
2609.10158,CoGe-GCD: Reframing Generalized Category Discovery with Compositional Generalization,https://arxiv.org/abs/2609.10158v1,
2609.10155,From Retrieval to Weights: Parametric Individualization of Small Language Models with Individual Text Corpora,https://arxiv.org/abs/2609.10155v1,
2609.10154,CompassOPD: Cross-Family On-Policy Distillation via Within-Family Likelihood Shifts,https://arxiv.org/abs/2609.10154v1,
2609.10153,YallaMorph: A Benchmark for Evaluating Arabic Morphological Generation in Large Language Models,https://arxiv.org/abs/2609.10153v1,
2609.10144,Kernel-Managed Shared Memory for System-Wide Personalization,https://arxiv.org/abs/2609.10144v1,
2609.10142,"Active Adaptation, Not Static Defense: Temporal Dynamics of Preventative Steering in Adversarial Fine-Tuning",https://arxiv.org/abs/2609.10142v1,
2609.10141,The Sample Complexity of Quantum Entanglement Allocation,https://arxiv.org/abs/2609.10141v1,
2609.10135,Agent-Based ML-LLM Fusion with Self-Optimizing Prompts for Plateau Weather Alerts,https://arxiv.org/abs/2609.10135v1,
2609.10132,Context operations to architecture modelling output from large language models and evaluation criteria for their use in systems engineering design,https://arxiv.org/abs/2609.10132v1,
2609.10125,SA-Profile: Automated Sulcus Angle Profiling from Super-Resolution MRI,https://arxiv.org/abs/2609.10125v1,
2609.10123,"If It's Not Buggy, Don't Fix It: On the Dynamics of Iterative Bug-fixing with LLMs",https://arxiv.org/abs/2609.10123v1,
2609.10122,ProbPlug: A Plugin Uncertainty Network for Reliable Confidence in LLM Binary Classification,https://arxiv.org/abs/2609.10122v1,
2609.10113,"Data-Centric Post-Training for Financial Reasoning: Mining, Distillation, and Verifiable Learning",https://arxiv.org/abs/2609.10113v1,
2609.10112,Storage-Scalable Progressive Semantic Communication via Knowledge-Base Reuse,https://arxiv.org/abs/2609.10112v1,
2609.10108,A Trust-Network-Based Federated Learning Framework for Multi-Center Aging Clock Prediction,https://arxiv.org/abs/2609.10108v1,
2609.10105,Beyond Training: A Feasibility Taxonomy for Inference-Time AI Governance,https://arxiv.org/abs/2609.10105v1,
2609.10099,A Systematic Evaluation of Molecule Generation Models for De Novo Drug Design: From Benchmarks to Practical Insights,https://arxiv.org/abs/2609.10099v1,
2609.10092,RAP: Research Attention Prediction Reveals Target-Conditioned Evidence Acquisition Biases,https://arxiv.org/abs/2609.10092v1,
2609.10089,Hybrid Quantum-Classical NLP Classification with Compact Semantic Representations: An Experimental Analysis of Representation Compression,https://arxiv.org/abs/2609.10089v1,
2609.10084,A statistical approach to bias in zero-shot learning: the lens of handwriting recognition,https://arxiv.org/abs/2609.10084v1,
2609.10077,Physics-Informed Multi-Task Surrogate Model for the Martian Nightside Thermosphere,https://arxiv.org/abs/2609.10077v1,
2609.1006,Reference-Based Bias Detection in LLMs via Relative Representations of Hidden States,https://arxiv.org/abs/2609.10060v1,
2609.10058,NOPE-HYPE: A Structured Simulation Workflow for Robust Speech-to-Text Across Diverse Acoustic Environments,https://arxiv.org/abs/2609.10058v1,
2609.10055,OntologyAligner: Ontology-Aligned Retrieval and Hierarchy-Guided Large Language Model Reranking for Biomedical Ontology Normalization,https://arxiv.org/abs/2609.10055v1,
2609.10054,Orukeet: Multilingual ASR with Frozen Gabor Kernels,https://arxiv.org/abs/2609.10054v1,
2609.10052,Direct Diversity Optimization for Diverse Successful Trajectories in Preference Post-Training,https://arxiv.org/abs/2609.10052v1,
2609.10051,Zero-Shot Temporal Localisation of Audio Deepfakes in Multi-Speaker Conversations,https://arxiv.org/abs/2609.10051v1,
2609.10049,MedDeID enables locally governed clinical-text de-identification from real or synthetic training data,https://arxiv.org/abs/2609.10049v1,
2609.10036,Belief-State Engine: Augmenting LLMs for Principled Planning Under Partial Observability,https://arxiv.org/abs/2609.10036v1,
2609.10032,Field-level prediction of mid-plane stress tensor fields in concrete target penetration: a cross-velocity graph neural operator surrogate,https://arxiv.org/abs/2609.10032v1,
2609.10028,Dynamical Non-compensatory Multidimensional IRT Model Using Variational Approximation,https://arxiv.org/abs/2609.10028v1,
2609.10026,Beyond Contact Sensors: Deep learning with Pseudo-Labeling for remote Photoplethysmography,https://arxiv.org/abs/2609.10026v1,
2609.10022,Deterministic Prompting for Speaker-Stable Low-Resource Greek TTS,https://arxiv.org/abs/2609.10022v1,
2609.10018,Elastoformer: Enabling Dynamic Adaptivity via Elastic Model Transformation,https://arxiv.org/abs/2609.10018v1,
2609.10017,Structure-Aware Unsupervised Anomaly Detection for Spacecraft Telemetry with Adaptive EVT Thresholding,https://arxiv.org/abs/2609.10017v1,
2609.10016,MetroLLM-Bench: Evaluating Language Models as Transit Kiosk Runtimes,https://arxiv.org/abs/2609.10016v1,
2609.10012,An Explainable Machine Learning Framework for Predicting Blood-Brain Barrier Permeability Using Molecular Descriptors,https://arxiv.org/abs/2609.10012v1,
2609.10002,What Makes Adversarial Examples Transfer Across Deepfake Detectors?,https://arxiv.org/abs/2609.10002v1,
2609.09999,SalamandraTA at WMT 2026 Terminology Shared Task: Hard Examples Are Better Teachers,https://arxiv.org/abs/2609.09999v1,
2609.09989,"Stable Answers, Unfinished Reasoning: Why Self-Consensus Is Not a Safe Early-Exit Signal",https://arxiv.org/abs/2609.09989v1,
2609.09986,A Sharp Barrier for Consistent Submodular Maximization: Any Improvement over $2-\sqrt{2}$ Entails Exponential Queries or Linear Recourse,https://arxiv.org/abs/2609.09986v1,
2609.09985,VLX-VR: An Agentic-Aware Video Reasoning Model,https://arxiv.org/abs/2609.09985v1,
2609.09984,Multi-Functional Embedding Models for Funder Name Disambiguation in Scientific Publication Records,https://arxiv.org/abs/2609.09984v1,
2609.09981,Optimal Value Inference for Reinforcement Learning,https://arxiv.org/abs/2609.09981v1,
2609.0998,Fidelity-Aware Scheduling of Quantum Circuits on Multi-QPU Systems,https://arxiv.org/abs/2609.09980v1,
2609.09974,Towards Stress-Aware Sentence-Level Filipino G2P With Weakly-Supervised ByT5 Fine-Tuning,https://arxiv.org/abs/2609.09974v1,
2609.09971,Deep Neural Networks for Learning Intent from sEMG Signals to Support Hardware Devices for Post-Stroke Neurorehabilitation,https://arxiv.org/abs/2609.09971v1,
2609.09964,5-Dialects-BN: Unmasking the Impact of Transliteration on Bangla Dialectal LLMs,https://arxiv.org/abs/2609.09964v1,
2609.09953,Improving Cross-Lingual Token Representations by Adding a Pinch of SALT,https://arxiv.org/abs/2609.09953v1,
2609.09949,Vague2Detect: Handling Ambiguous Prompts in Knowledge-Based Open-World Detection,https://arxiv.org/abs/2609.09949v1,
2609.09945,Adversarial Training for Tabular Credit Scoring: A Multi-Attack Robustness Evaluation in P2P Lending,https://arxiv.org/abs/2609.09945v1,
2609.09928,Structural Process Supervision for Latent Chain-of-Thought Reasoning,https://arxiv.org/abs/2609.09928v1,
2609.09925,Time-Frequency Geometric Cross-Attention for Chunked Vision-Language-Action Models,https://arxiv.org/abs/2609.09925v1,
2609.0992,"Multi-Pass, Multi-View Blended Learning for High-Fidelity Volumetric CT Synthesis from Chest X-Rays",https://arxiv.org/abs/2609.09920v1,
2609.09912,Development and Validation of a Physics-Guided Machine Learning Extrapolation Framework Using a Classical Transient Diffusion Benchmark,https://arxiv.org/abs/2609.09912v1,
2609.0991,A Kernel-Based Modular Discriminant Analysis Framework for Small-Sample Learning,https://arxiv.org/abs/2609.09910v1,
2609.09907,Meta-LinEXP3: Online-within-Online Learning for Adversarial Linear Contextual Bandits,https://arxiv.org/abs/2609.09907v1,
2609.09905,FlowCPO: A Unified Divergence View of Preference Alignment for Flow Models,https://arxiv.org/abs/2609.09905v1,
2609.09904,Beyond Conventional Federated Learning via High-Order Regularization,https://arxiv.org/abs/2609.09904v1,
2609.09902,Contrastive Projection: Reading Transformer Internals by Differencing Logit Lenses,https://arxiv.org/abs/2609.09902v1,
2609.09901,Deep and shallow biases in language models,https://arxiv.org/abs/2609.09901v1,
2609.09899,Strangers to Themselves: What Language Models Say About Themselves Is Generic,https://arxiv.org/abs/2609.09899v1,
2609.09898,Grounded Evaluation and Repair for NL-to-PDDL Problem Generation,https://arxiv.org/abs/2609.09898v1,
2609.09891,ProMeta: Few-shot PROTAC-targeted degradation prediction across E3 ligases,https://arxiv.org/abs/2609.09891v1,
2609.09889,Leveraging Fine-grained Error Correction in Korean Speech Recognition for Consultation Services,https://arxiv.org/abs/2609.09889v1,
2609.09887,When Does Defendant Statement Matter? A Study of Bias and Persuasion in LLM-Simulated Jurors,https://arxiv.org/abs/2609.09887v1,
2609.09885,Decision Transformer for UAV-Mounted RIS-Assisted Dynamic D2D Communications,https://arxiv.org/abs/2609.09885v1,
2609.09884,Albedo Estimation via Latent Bridge Matching,https://arxiv.org/abs/2609.09884v1,
2609.09883,Forward-Free LLM Depth Pruning via Weight Redundancy,https://arxiv.org/abs/2609.09883v1,
2609.09882,Scored vs. Generated Readouts in Behavioral Language Models: An Empirical Study of Elicitation Format,https://arxiv.org/abs/2609.09882v1,
2609.09875,"AgentAudit: An Open, Extensible Framework for Full-Lifecycle Trust Evaluation of AI Agents",https://arxiv.org/abs/2609.09875v1,
2609.09864,"Shifting Relational Paradigms for Affective Computing: Affective Resonance, Vitality Affects, and Vocal Interaction Fields",https://arxiv.org/abs/2609.09864v1,
2609.0986,Exact Degeneracy Under Balanced k-Shot Sampling:Consequences for Small-Sample Discriminant Analysis on LLM Embeddings,https://arxiv.org/abs/2609.09860v1,
2609.09856,With a Thermomix You Lose the Ability to Cook: A Kitchen Machine Analogy for Applications of Generative AI in Education,https://arxiv.org/abs/2609.09856v1,
2609.09855,A Unifying Perspective on Probabilities as Model Predictions,https://arxiv.org/abs/2609.09855v1,
2609.09854,When Does Low-Bit Quantization Preserve the Decisions of Vector Search?,https://arxiv.org/abs/2609.09854v1,
2609.09853,The Era by Eon Benchmark: A Generated Enterprise Estate with Exact Ground Truth for Benchmarking LLM Agents,https://arxiv.org/abs/2609.09853v1,
2609.09852,$S^3$-Bench: Evaluating Speech Interaction Models as Scientific Voice Assistants,https://arxiv.org/abs/2609.09852v1,
2609.09849,Can AI Agents Detect and Repair Artifact Drift in Network Experiments?,https://arxiv.org/abs/2609.09849v1,
2609.09848,Subgroup Membership Inference Audits of Differentially Private Synthetic Text,https://arxiv.org/abs/2609.09848v1,
2609.0984,TempTPI: Informer-Based trajectory prediction for maritime vessels,https://arxiv.org/abs/2609.09840v1,
2609.09835,HyperTrace: Hypothesis-Based Preference Tracing for Online LLM Personalization,https://arxiv.org/abs/2609.09835v1,
2609.09824,"In Medical Claims Data, Enhancing Predictive Performance for Major Adverse Cardiovascular Events Using Cross Attention",https://arxiv.org/abs/2609.09824v1,
2609.09815,"UnitBoost: Managing Compound LLM Systems with a Merge Operator, Not a Model",https://arxiv.org/abs/2609.09815v1,
2609.09809,Online Inverse Integer Linear Optimization via Small-Gradient Skipping: Constant Regret and Finite Mistakes,https://arxiv.org/abs/2609.09809v1,
2609.09799,uFlowCSP: Crystal Structure Prediction using Mean flow generative models,https://arxiv.org/abs/2609.09799v1,
2609.09798,CS-Guard: Benchmarking LLM Guardrails for Code Generation Security,https://arxiv.org/abs/2609.09798v1,
2609.09796,A practical DIRECT-type algorithm for medium-scale black-box global optimization,https://arxiv.org/abs/2609.09796v1,
2609.09794,Privacy-Preserving Split Learning for Federated LLM Fine-Tuning,https://arxiv.org/abs/2609.09794v1,
2609.09793,How Fragile Is Safety Alignment at Frontier Scale? A Single-Direction Attack on a 320B MoE,https://arxiv.org/abs/2609.09793v1,
2609.09791,"MUCnoHARM@GermEval Shared Task 2026: Retrieval-based In-Context Learning for Defamatory Offences, and Where It Falls Short",https://arxiv.org/abs/2609.09791v1,
2609.0979,LogiScope-VQA: Benchmarking Vision-Language Models for Logistics Hazard Identification in Industrial Scenarios,https://arxiv.org/abs/2609.09790v1,
2609.09789,Pairit: A Platform for Live Experiments on Human-AI Collaboration,https://arxiv.org/abs/2609.09789v1,
2609.09788,Evaluating Model Retraining under Drift: Paired Comparisons of Cumulative Subgroup Disparity,https://arxiv.org/abs/2609.09788v1,
2609.09786,NEXUS-MI: Communication-Aware Federated Personalization for Gateway-Coordinated Motor-Imagery Brain-Computer Interfaces,https://arxiv.org/abs/2609.09786v1,
2609.09783,BRACE: Anchored Bellman-Residual Correction for Stale Critics in Asynchronous RL,https://arxiv.org/abs/2609.09783v1,
2609.09778,ROAM: Robust Organization of Atomic Memories for Agents through Semantic Relations,https://arxiv.org/abs/2609.09778v1,
2609.09776,Proof-Carrying Cognition: Closing the Verification Gap with Reality-Settled Reward,https://arxiv.org/abs/2609.09776v1,
2609.09774,Procedural Memory Under Change: Reuse and Interference in Controlled Web Tasks,https://arxiv.org/abs/2609.09774v1,
2609.09772,SymbolicLight V2: Hybrid Neuromorphic Architecture and Sparse Execution for Low-Energy Language Inference,https://arxiv.org/abs/2609.09772v1,
2609.09768,Fine-Tuning a KV Cache Concatenation-Aware Model or Recomputing KV Caches? Why Not Both?,https://arxiv.org/abs/2609.09768v1,
2609.09766,CARRE: Counterfactual Action Retrieval and Reason Evaluation for Explainable Churn Prescription,https://arxiv.org/abs/2609.09766v1,
2609.09764,SocialRL: Refining LLMs' Social Intelligence through Multi-turn Reinforcement Learning and Reward Design,https://arxiv.org/abs/2609.09764v1,
2609.09762,MethaneFuse: Learning from Multi-Sensor Satellite Observations for Methane Plume Detection,https://arxiv.org/abs/2609.09762v1,
2609.09754,LexAgentHallu: A Hierarchical Benchmark for Profiling Hallucinations in Legal Agents,https://arxiv.org/abs/2609.09754v1,
2609.09752,HiRAD: A Flexible Large-Scale AGV Routing System,https://arxiv.org/abs/2609.09752v1,
2609.09737,Distilling Image Prototypes for Guided Test-Time Adaptation,https://arxiv.org/abs/2609.09737v1,
2609.09735,Can Artificial Intelligence Support Healthcare and Mental Health Through Early Cyberbullying Detection ? The Impact of Emotion-Aware AI on Proactive Online Safety,https://arxiv.org/abs/2609.09735v1,
2609.09728,EEGBind: Detecting Source-Level Interictal Epileptiform Discharges via EEG-Centric Multimodal Binding,https://arxiv.org/abs/2609.09728v1,
2609.09721,EFQ-Softmax: Exp-Free Quantization for Softmax,https://arxiv.org/abs/2609.09721v1,
2609.09719,StreamAlign: Streaming Text-Aligned Speech Tokenization,https://arxiv.org/abs/2609.09719v1,
2609.09716,Scaling E-Commerce Attribute Extraction with Parallel Decoding,https://arxiv.org/abs/2609.09716v1,
2609.09708,Efficient Graph Neural Networks for Multicarrier Wideband Hybrid Beamforming Optimization,https://arxiv.org/abs/2609.09708v1,
2609.09707,Which Tokens Should SFT Actually Learn? A Token-Trimming Perspective on Mathematical Reasoning,https://arxiv.org/abs/2609.09707v1,
2609.09702,"Decision Shifts, Lost Label Functionality, and an Inconclusive Grounding Audit in Correctness-Gated Multi-Teacher Distillation",https://arxiv.org/abs/2609.09702v1,
2609.09698,Kernel-Complexity Edge Sanitization for Training-Free Defense against Structural Graph Attacks,https://arxiv.org/abs/2609.09698v1,
2609.09696,When Auditors Fabricate: Batch-Size Degradation and Confident Hallucination in LLM Detection of Planted Document Contamination,https://arxiv.org/abs/2609.09696v1,
2609.09692,CT-SAFR: Safe and Interpretable Chain-of-Thought Reasoning for Autonomous Robots: A Multi-Layered Verification Framework for Trustworthy AI-Driven Robotic Decision Making,https://arxiv.org/abs/2609.09692v1,
2609.09691,Looped GPT-BERT: Trading Parameters for Computation in Small Language Modeling,https://arxiv.org/abs/2609.09691v1,
2609.09685,ALIGN-HOLD: Experience Alignment for Real-Time Hold Control in Large-Scale Ride-Hailing Matching at DiDi,https://arxiv.org/abs/2609.09685v1,
2609.09684,Which Medical Questions Deserve Rationales? Perturbation-Sensitive Selection for Robust QA,https://arxiv.org/abs/2609.09684v1,
2609.09682,Settling: Equilibrium Inference for Non-Convex Validity Sets,https://arxiv.org/abs/2609.09682v1,
2609.09678,Safe to Stop? Risk-Constrained Stopping for Sequential Clinical Diagnosis Agents,https://arxiv.org/abs/2609.09678v1,
2609.09677,X2-NativeCursor: Native-Token Text Progress Tracking for Incremental-Text Streaming Codec TTS,https://arxiv.org/abs/2609.09677v1,
2609.09676,Muon-C: Operator-Aligned Muon for Convolutional Kernels,https://arxiv.org/abs/2609.09676v1,
2609.09672,SEA-SpeechBench: A Large-Scale Multitask Benchmark for Speech Understanding Across Southeast Asia,https://arxiv.org/abs/2609.09672v1,
2609.09671,"Introducing Consort: A Spec-First Agent Framework for Enforced, Test-Driven Development on Live Database Branches",https://arxiv.org/abs/2609.09671v1,
2609.09664,PRAGMA: Evaluating Personalized Guidance with Memory Alignment in Lifelong Conversations,https://arxiv.org/abs/2609.09664v1,
2609.09662,PELM: Power Efficient On-Device LLM Inference with Speculative Decoding and Dynamic Voltage Frequency Scaling,https://arxiv.org/abs/2609.09662v1,
2609.09659,Cascading Gradient Inversion via LT-Code Inspired Peeling in Federated Learning,https://arxiv.org/abs/2609.09659v1,
2609.09657,RESCUE-BENCH: Towards Relation-Aware Multi-Party Emotional Support Conversation Systems,https://arxiv.org/abs/2609.09657v1,
2609.09656,Why Learning Rediscovers the Closed-Form Diagonal Regularizer,https://arxiv.org/abs/2609.09656v1,
2609.09647,Black-Box Red Teaming of Agentic AI: A Taxonomy-Driven Framework for Automated Risk Discovery,https://arxiv.org/abs/2609.09647v1,
2609.09646,RobustSGPO: Search-Space Control for Agent Harness Evolution,https://arxiv.org/abs/2609.09646v1,
2609.09634,LightMedSeg-ISLES: Stroke Lesion Segmentation with 81x Fewer Parameters than nnU-Net,https://arxiv.org/abs/2609.09634v1,
2609.09628,Who Are They to Each Other? Multi-Agent Reasoning for Speaker Relationship Inference,https://arxiv.org/abs/2609.09628v1,
2609.09627,Seven Sources of Physical AI Capability Formation,https://arxiv.org/abs/2609.09627v1,
2609.09626,Hyperbolic Geometry for Open-World Object Detection in Remote Sensing Imagery,https://arxiv.org/abs/2609.09626v1,
2609.09625,From State Synchronization to Cognitive Self-Evolution: An Operational Architecture for Cognitive Digital Twins,https://arxiv.org/abs/2609.09625v1,
2609.09606,RouteBridge: Reliability-Routed Bidirectional Distillation Between Neural Radiance Fields and 3D Gaussian Splatting,https://arxiv.org/abs/2609.09606v1,
2609.09604,Watermarks Without Verification: AI Text Watermarking After the EU AI Act,https://arxiv.org/abs/2609.09604v1,
2609.09597,"Compact Visuotactile World Models for Lifting: Prediction, Reward Alignment, and Force Constraints",https://arxiv.org/abs/2609.09597v1,
2609.09595,Teacher Geometry Shapes Learnability in Teacher-Student Networks,https://arxiv.org/abs/2609.09595v1,
2609.09591,Modality-Decoupled Federated Learning for Privacy-Preserving Embodied Intelligence in 6G,https://arxiv.org/abs/2609.09591v1,
2609.09589,A Function-Space Approach to the Statistical Mechanics of Learning Dynamics,https://arxiv.org/abs/2609.09589v1,
2609.09586,Distillation of Synthetic Data for Time Series Foundation Models,https://arxiv.org/abs/2609.09586v1,
2609.09578,CityPlanner: A Sandbox Agent for Executable Urban Planning,https://arxiv.org/abs/2609.09578v1,
2609.09577,Myocardial Strain Drift Correction in Deep Learning Based Ultrasound Tracking,https://arxiv.org/abs/2609.09577v1,
2609.09575,Beyond Top Words: MonoTM for Topic Modeling with Interpretable Monosemantic Features,https://arxiv.org/abs/2609.09575v1,
2609.09573,Geometric organization of olfactory descriptor data in the Poincaré disk,https://arxiv.org/abs/2609.09573v1,
2609.09572,Learning with Synthetic Data via SGD in High-Dimensional Linear Regression,https://arxiv.org/abs/2609.09572v1,
